column00,testGroup,device,browser,browserVersion,userAgent,users,newUsers,sessions,pis,acceleratedPis,addToCartEvents,creditcardPaymentEvent,paypalPaymentEvent,applepayPaymentEvent,conversions
699,SpeedKit,Robot,Chrome,101.0.4951.54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36",3,3,3,3,0,0,0,0,0,0
700,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 13; SM-A127F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
701,SpeedKit,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",2,0,5,17,1,0,0,0,0,0
702,Control,Robot,Edge,118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.33",2,2,2,3,0,0,0,0,0,0
703,SpeedKit,Mobile,Chrome,83.0.4103.106,"Mozilla/5.0 (Linux; Android 10; EML-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
704,Control,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 12; SM-A415F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
705,Control,Desktop,Chrome,98.0.4758.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",3,2,4,6,0,0,0,0,0,0
706,SpeedKit,Robot,Chrome,101.0.4951.41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36",2,2,2,2,0,0,0,0,0,0
707,Control,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 11; moto g stylus 5G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
708,SpeedKit,Mobile,Chrome,89.0.4389.105,"Mozilla/5.0 (Linux; Android 11; vivo 1951) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",1,1,1,7,5,0,0,0,0,0
709,Control,Mobile,Chrome,101,"Mozilla/5.0 (Linux; Android 11; vivo 1920) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",1,1,1,4,0,0,0,0,0,0
710,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 9; CPH2015) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
711,Control,Mobile,Chrome,79.0.3945.116,"Mozilla/5.0 (Linux; Android 10; DRA-LX9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
712,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; SM-A326U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
713,Control,Mobile,Chrome,98.0.4758.87,"Mozilla/5.0 (Linux; Android 11; SM-M022G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
714,SpeedKit,Robot,Chrome,85.0.4183.83,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",1,1,1,1,0,0,0,0,0,0
715,SpeedKit,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 10; AKUS Z1 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
716,Control,Robot,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; 12; SM-A536E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",2,2,2,2,0,0,0,0,0,0
717,Control,Desktop,Chrome,80.0.3987.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36",1,1,1,1,0,0,0,0,0,0
718,SpeedKit,Tablet,Edge,117,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.53",1,0,1,2,1,0,0,0,0,0
719,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 8.1.0; SM-G615F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
720,SpeedKit,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,1,1,2,1,0,0,0,0,0
721,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 11; CPH2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
722,SpeedKit,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 10; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
723,SpeedKit,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 11; Schok Volt SV55 Build/SV55216_01.02.05) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
724,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",3,0,3,7,0,0,0,0,0,0
725,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 11; vivo 1917) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
726,SpeedKit,Desktop,Opera,103.0.0.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 OPR/103.0.0.0",1,1,1,1,0,0,0,0,0,0
727,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 11; SM-A207F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
728,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 10; ELE-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
729,SpeedKit,Mobile,Chrome,93.0.4577.62,"Mozilla/5.0 (Linux; Android 11; RMX1921) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
730,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 11; vivo 1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
731,Control,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 12; M2101K6I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
732,SpeedKit,Mobile,Chrome,105.0.5195.136,"Mozilla/5.0 (Linux; Android 12; itel P662L Build/SP1A.210812.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.136 Mobile Safari/537.36",2,2,2,2,0,0,0,0,0,0
733,Control,Mobile,Chrome,91.0.4472.120,"Mozilla/5.0 (Linux; Android 10; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
734,Control,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 10; M2007J17I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
735,Control,Mobile,Chrome,96.0.4664.92,"Mozilla/5.0 (Linux; Android 11; 2107113SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.92 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
736,Control,Mobile,Chrome,117,"Mozilla/5.0 (Linux; Android 9; itel L5505 Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
737,Control,Mobile,Chrome,91.0.4472.101,"Mozilla/5.0 (Linux; Android 10; Redmi 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
738,Control,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 10; Redmi Note 8T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
739,Control,Mobile,Chrome,98.0.4758.101,"Mozilla/5.0 (Linux; Android 12; XQ-AU51) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
740,Control,Mobile,Chrome,95.0.4638.50,"Mozilla/5.0 (Linux; Android 8.1.0; vivo 1811) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
741,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; GM1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
742,SpeedKit,Desktop,Edge,114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.67",8,8,8,20,10,0,0,0,0,0
743,Control,Tablet,Safari,16.1,"Mozilla/5.0 (iPad; CPU OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",5,3,5,20,0,1,0,0,0,0
744,SpeedKit,Desktop,Opera,101.0.0.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36 OPR/101.0.0.0",4,1,5,6,0,0,0,0,0,0
745,SpeedKit,Desktop,Chrome,,,4147,0,4383,0,94,133,0,0,0,0
746,Control,Robot,Chrome,113,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36",4,4,4,4,0,0,0,0,0,0
747,Control,Mobile,Chrome iOS,116.0.5845.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.146 Mobile/15E148 Safari/604.1",44,30,52,102,0,6,1,0,0,1
748,SpeedKit,Desktop,Chrome,109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",93,93,93,94,0,0,0,0,0,0
749,SpeedKit,Desktop,Edge,94.0.992.31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36 Edg/94.0.992.31/FQRjcaE4-47",15,14,15,15,0,0,0,0,0,0
750,Control,Robot,Chrome,105.0.5195.125,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.5195.125 Safari/537.36",49,49,49,49,0,0,0,0,0,0
751,SpeedKit,Mobile,Chrome,91.0.4472.114,"Mozilla/5.0 (Linux; Android 12; V2153) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",4,1,8,17,7,0,0,0,0,0
752,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 11; SM-A405FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",12,12,12,12,0,0,0,0,0,0
753,Control,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
754,SpeedKit,Robot,Chrome,81.0.4044.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",1,1,1,1,0,0,0,0,0,0
755,Control,Robot,Safari,,,37,0,37,0,0,3,0,0,0,0
756,SpeedKit,Tablet,Chrome iOS,,,105,0,110,0,1,33,0,0,0,0
757,SpeedKit,Robot,Chrome,111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",96,96,96,97,0,0,0,0,0,0
758,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; CPH2239 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.8.9.9",2,2,2,4,0,0,0,0,0,0
759,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; M2101K6P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",12,9,12,46,0,2,0,0,0,1
760,Control,Desktop,Edge,109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.78",3,2,4,6,0,0,0,0,0,0
761,SpeedKit,Robot,Chrome iOS,117.0.5938.117,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",7,5,8,16,5,0,0,0,0,0
762,SpeedKit,Mobile,Chrome,100.0.4896.79,"Mozilla/5.0 (Linux; Android 12; vivo 1915) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.79 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
763,Control,Tablet,Chrome,120,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,0,2,5,0,0,0,0,0,0
764,SpeedKit,Mobile,Safari,13.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1",1,1,2,2,0,0,0,0,0,0
765,Control,Mobile,Chrome iOS,107.0.5304.66,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/107.0.5304.66 Mobile/15E148 Safari/604.1",3,1,6,7,0,0,0,0,0,0
766,Control,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; RMX3092) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",6,5,6,7,0,0,0,0,0,0
767,SpeedKit,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 13; SM-A325F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",10,8,10,13,4,1,0,0,0,0
768,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 10; JSN-L42) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,5,15,0,0,0,0,0,0
769,SpeedKit,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 2201116PI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",4,1,4,5,3,0,0,0,0,0
770,SpeedKit,Robot,Safari,11.0,"Mozilla/5.0 (iPad; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1",1,1,1,1,0,0,0,0,0,0
771,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; moto g13) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",7,6,7,10,0,1,0,0,0,0
772,Control,Mobile,Chrome iOS,91.0.4472.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.80 Mobile/15E148 Safari/604.1",1,0,3,6,0,0,0,0,0,0
773,SpeedKit,Mobile,Chrome iOS,116.0.5845.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.146 Mobile/15E148 Safari/604.1",26,15,32,68,12,3,0,0,0,0
774,Control,Mobile,Chrome,116.0.5845.808,"Mozilla/5.0 (Linux; arm_64; Android 13; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.808 YaApp_Android/23.92.1 YaSearchBrowser/23.92.1 BroPP/1.0 SA/3 Mobile Safari/537.36",5,5,5,12,0,0,0,0,0,0
775,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 11; RMX3265) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
776,Control,Tablet,Chrome iOS,114.0.5735.124,"Mozilla/5.0 (iPad; CPU OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1",1,1,1,2,0,0,0,0,0,0
777,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; V2205) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",9,6,12,34,0,0,0,0,0,0
778,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 11; vivo 1951) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
779,SpeedKit,Desktop,Safari,15.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",10,8,12,38,0,5,0,0,0,1
780,Control,Desktop,Safari,14.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15",3,3,3,5,0,0,0,0,0,0
781,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; SM-G986B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,1,2,3,0,0,0,0,0,0
782,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 21061119AG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
783,SpeedKit,Mobile,Chrome iOS,116.0.5845.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.177 Mobile/15E148 Safari/604.1",11,10,17,45,24,0,0,0,0,0
784,Control,Mobile,Chrome,80.0.3987.99,"Mozilla/5.0 (Linux; Android 10; TECNO KE5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",2,2,2,3,0,0,0,0,0,0
785,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 13; CPH2495) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",6,4,6,12,0,2,0,0,0,0
786,SpeedKit,Mobile,Chrome,89.0.4389.105,"Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
787,SpeedKit,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,7,3,0,0,0,0,0
788,SpeedKit,Mobile,Chrome iOS,92.0.4515.90,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",1,1,2,3,1,0,0,0,0,0
789,SpeedKit,Mobile,Safari,12.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
790,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; SM-M515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,2,2,2,0,0,0,0,0,0
791,Control,Mobile,Chrome,94.0.4606.61,"Mozilla/5.0 (Linux; Android 11; M2103K19G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Mobile Safari/537.36",1,0,2,5,0,0,0,0,0,0
792,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 8.1.0; SM-J710MN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
793,Control,Mobile,Chrome,83.0.4103.106,"Mozilla/5.0 (Linux; Android 10; SM-J810G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",2,2,2,3,0,0,0,0,0,0
794,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 22071219AI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",3,3,3,7,0,0,0,0,0,0
795,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 10; en-us; CPH2179 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.4.1.1",1,0,2,5,3,1,0,0,0,0
796,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; RMX3263 Build/RP1A.201005.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.8.1",1,0,1,1,0,0,0,0,0,0
797,SpeedKit,Mobile,Chrome,112,"Mozilla/5.0 (Linux; Android 13; SM-M127G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
798,Control,Mobile,Chrome iOS,100.0.4896.85,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/100.0.4896.85 Mobile/15E148 Safari/604.1",3,2,9,32,0,3,1,0,0,2
799,SpeedKit,Mobile,Safari,16.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",1,0,1,1,0,0,0,0,0,0
800,Control,Mobile,Chrome,98.0.4758.87,"Mozilla/5.0 (Linux; Android 11; vivo 1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
801,SpeedKit,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 12; T602DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",4,1,4,23,19,3,0,0,0,0
802,SpeedKit,Mobile,Chrome,92.0.4515.166,"Mozilla/5.0 (Linux; Android 11; CPH1938) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.166 Mobile Safari/537.36",1,1,1,2,1,0,0,0,0,0
803,SpeedKit,Mobile,Chrome,102,"Mozilla/5.0 (Linux; Android 10; CPH1823) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36",1,1,2,5,0,0,0,0,0,0
804,SpeedKit,Mobile,Safari,13.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1",6,2,8,11,3,0,0,0,0,0
805,SpeedKit,Mobile,Chrome iOS,105.0.5195.129,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/105.0.5195.129 Mobile/15E148 Safari/604.1",1,0,2,4,1,0,0,0,0,0
806,SpeedKit,Mobile,Chrome,79.0.3945.116,"Mozilla/5.0 (Linux; Android 9; itel L6501) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
807,Control,Mobile,Chrome,91.0.4472.114,"Mozilla/5.0 (Linux; Android 12; V2031) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",3,1,4,4,0,0,0,0,0,0
808,SpeedKit,Mobile,Chrome,116.0.5845.808,"Mozilla/5.0 (Linux; arm_64; Android 13; SM-S916B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.808 YaApp_Android/23.92.1 YaSearchBrowser/23.92.1 BroPP/1.0 SA/3 Mobile Safari/537.36",1,1,1,6,3,0,0,0,0,0
809,Control,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 11; 21091116I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
810,Control,Robot,Chrome,116,"Mozilla/5.0 (Linux; Android 11; Redmi Note 9 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
